relationship_id,person_a_id,person_a_name,person_b_id,person_b_name,phone_call_count,phone_call_dates,phone_call_durations_sec,total_call_duration_sec,transaction_count,transaction_dates,transaction_amounts,total_transaction_amount,meeting_count,meeting_dates,meeting_locations,relationship_label,ground_truth_confidence,relationship_type,relationship_description
REL00424,P0088,Riya Khan,P0554,Yash Khan 6118,3,2024-10-24; 2026-07-15; 2024-10-21,194; 686; 321,1201,2,2025-02-03; 2024-10-10,24621; 17362,41983.0,2,2026-03-06; 2025-06-13,Faridabad; Agra,0,0.2654,Former Partner,"Observed interaction between Riya Khan and Yash Khan 6118. Available records include 3 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00425,P0469,Vivaan Khan 48030,P0597,Anjali Chauhan 88907,18,2026-07-21; 2026-06-16; 2025-01-14; 2026-04-23; 2026-03-04; 2026-06-30; 2025-05-17; 2024-12-02; 2025-10-12; 2025-12-28; 2025-08-07; 2024-12-22; 2026-02-11; 2025-06-16; 2024-05-09; 2026-08-26; 2025-06-14; 2026-01-29,287; 1785; 1273; 165; 426; 353; 206; 963; 1586; 1255; 1007; 1557; 1163; 1307; 1412; 1416; 1792; 1352,19305,1,2026-05-08,11696,11696.0,5,2026-04-19; 2024-05-20; 2024-11-02; 2025-06-25; 2025-07-07,Ghaziabad; Agra; Chandigarh; Noida; Chandigarh,1,0.5547,Business Contact,Relationship evidence between Vivaan Khan 48030 and Anjali Chauhan 88907. Phone records show 18 calls. Transaction records show 1 transactions. Meeting records show 5 meetings.
REL00426,P0337,Deepak Khan 67700,P0595,Rohan Chauhan,14,2026-03-24; 2026-08-06; 2024-07-30; 2025-03-11; 2025-05-23; 2026-02-17; 2026-06-13; 2024-06-12; 2025-06-19; 2025-02-04; 2025-06-19; 2024-04-17; 2024-03-25; 2024-07-05,1547; 505; 1367; 120; 489; 1141; 1089; 759; 1600; 949; 1798; 1158; 293; 1647,14462,5,2024-03-24; 2025-08-14; 2024-09-08; 2025-09-16; 2025-05-18,72617; 12457; 38058; 46113; 3488,172733.0,3,2026-06-27; 2026-04-20; 2024-01-24,Agra; Agra; Gurugram,0,0.4917,Colleague,"Observed interaction between Deepak Khan 67700 and Rohan Chauhan. Available records include 14 calls, 5 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00427,P0456,Divya Gupta 68563,P0480,Aditya Agarwal 58388,15,2024-05-31; 2025-07-27; 2026-06-01; 2025-03-11; 2026-08-04; 2025-03-09; 2025-08-22; 2024-07-31; 2024-08-14; 2026-04-22; 2026-03-19; 2025-01-17; 2024-04-01; 2025-10-05; 2026-04-28,2811; 1402; 3169; 2186; 2325; 3195; 204; 3210; 3076; 2023; 3187; 168; 3269; 3544; 2859,36628,8,2024-11-22; 2024-07-18; 2024-05-09; 2025-11-20; 2025-02-08; 2024-01-21; 2026-02-03; 2026-02-01,41860; 41945; 160909; 73211; 216376; 163221; 30924; 12735,741181.0,4,2024-09-11; 2026-05-28; 2025-06-29; 2024-05-08,Agra; Chandigarh; Faridabad; Gurugram,1,0.8987,Former Partner,Relationship evidence between Divya Gupta 68563 and Aditya Agarwal 58388. Phone records show 15 calls. Transaction records show 8 transactions. Meeting records show 4 meetings.
REL00428,P0323,Saurabh Patel,P0358,Deepak Gupta 65326,12,2025-06-27; 2024-12-01; 2026-04-26; 2025-07-01; 2026-03-27; 2024-04-13; 2026-05-26; 2025-05-29; 2026-01-04; 2024-05-05; 2024-02-13; 2024-10-17,731; 184; 337; 673; 494; 1523; 1004; 483; 880; 202; 762; 1487,8760,7,2026-03-25; 2026-03-16; 2025-06-27; 2025-05-23; 2024-07-29; 2025-01-23; 2026-02-14,54698; 20331; 59654; 12337; 30446; 47702; 68801,293969.0,1,2026-01-07,Agra,0,0.3403,Acquaintance,"Observed interaction between Saurabh Patel and Deepak Gupta 65326. Available records include 12 calls, 7 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00429,P0252,Saurabh Agarwal,P0215,Divya Sharma,4,2025-12-22; 2024-01-08; 2025-10-03; 2024-12-07,577; 349; 789; 881,2596,2,2025-03-16; 2024-04-02,12516; 21237,33753.0,0,,,1,0.7367,Business Contact,Relationship evidence between Saurabh Agarwal and Divya Sharma. Phone records show 4 calls. Transaction records show 2 transactions. Meeting records show 0 meetings.
REL00430,P0462,Aman Gupta,P0253,Yash Bansal 88806,5,2026-04-20; 2025-01-19; 2024-09-02; 2025-08-21; 2025-05-14,601; 210; 385; 375; 828,2399,1,2026-06-17,4290,4290.0,1,2024-04-13,Jaipur,0,0.1087,Associate,"Observed interaction between Aman Gupta and Yash Bansal 88806. Available records include 5 calls, 1 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00431,P0403,Karan Bansal,P0044,Ravi Kumar,1,2025-04-27,517,517,2,2024-07-05; 2025-04-12,1423; 5690,7113.0,0,,,0,0.1952,Acquaintance,"Observed interaction between Karan Bansal and Ravi Kumar. Available records include 1 calls, 2 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00432,P0432,Akash Agarwal 10255,P0388,Nikhil Patel 86106,5,2025-06-17; 2024-03-25; 2025-01-21; 2026-04-06; 2024-09-18,1170; 401; 3466; 3006; 2917,10960,6,2025-02-26; 2024-03-19; 2024-02-05; 2026-07-03; 2024-04-17; 2025-09-30,192601; 131065; 94758; 176358; 243739; 63670,902191.0,2,2024-12-08; 2025-07-02,Faridabad; Jaipur,0,0.4899,Business Contact,"Observed interaction between Akash Agarwal 10255 and Nikhil Patel 86106. Available records include 5 calls, 6 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00433,P0044,Ravi Kumar,P0383,Riya Yadav 14586,6,2025-05-17; 2024-08-07; 2024-01-09; 2024-09-27; 2024-05-26; 2025-05-13,919; 487; 924; 335; 1102; 269,4036,4,2024-09-26; 2025-10-10; 2024-09-22; 2025-11-23,37466; 61413; 17212; 71319,187410.0,6,2026-02-12; 2025-08-15; 2024-08-23; 2025-08-29; 2024-11-20; 2026-03-24,Ghaziabad; Delhi; Agra; Jaipur; Agra; Delhi,0,0.3464,Business Contact,"Observed interaction between Ravi Kumar and Riya Yadav 14586. Available records include 6 calls, 4 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00434,P0412,Neha Khanna,P0267,Saurabh Singh,29,2025-06-01; 2025-07-03; 2026-02-20; 2026-05-28; 2024-10-11; 2026-08-19; 2025-09-20; 2025-06-05; 2025-04-10; 2026-02-22; 2024-10-03; 2026-06-11; 2024-11-23; 2026-02-11; 2024-12-25; 2024-04-24; 2026-05-26; 2025-12-24; 2024-08-30; 2026-05-01; 2026-05-01; 2026-02-24; 2024-12-02; 2025-07-04; 2026-02-05; 2026-07-03; 2025-04-09; 2024-05-19; 2026-05-16,1065; 312; 988; 604; 462; 103; 1374; 930; 1710; 1192; 1206; 305; 1675; 276; 1611; 845; 1778; 1764; 1740; 614; 1648; 1536; 1628; 1757; 131; 475; 684; 486; 1269,30168,1,2025-05-30,70513,70513.0,5,2026-07-11; 2024-03-07; 2025-06-03; 2025-05-20; 2024-07-29,Lucknow; Chandigarh; Chandigarh; Meerut; Lucknow,0,0.2779,Business Contact,"Observed interaction between Neha Khanna and Saurabh Singh. Available records include 29 calls, 1 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00435,P0240,Amit Yadav,P0220,Pooja Agarwal,14,2024-04-06; 2024-08-26; 2026-01-04; 2024-01-09; 2025-09-11; 2024-01-13; 2025-09-29; 2026-07-24; 2024-04-25; 2026-08-22; 2024-12-23; 2024-07-16; 2025-06-08; 2026-04-25,1364; 918; 107; 441; 1176; 321; 870; 332; 774; 601; 1672; 401; 140; 596,9713,8,2024-03-10; 2025-11-01; 2026-05-17; 2024-06-23; 2026-06-02; 2026-06-09; 2024-08-26; 2026-07-04,13140; 6567; 48674; 61009; 62532; 19557; 2959; 37196,251634.0,4,2026-02-15; 2024-10-13; 2024-03-08; 2024-01-21,Delhi; Chandigarh; Agra; Faridabad,0,0.2349,Colleague,"Observed interaction between Amit Yadav and Pooja Agarwal. Available records include 14 calls, 8 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00436,P0221,Divya Verma 65032,P0164,Vikram Bansal,16,2025-09-28; 2025-05-09; 2026-01-01; 2025-09-22; 2024-11-12; 2024-04-11; 2025-10-11; 2026-08-03; 2024-05-27; 2024-05-27; 2026-02-07; 2024-10-10; 2025-07-11; 2025-04-21; 2024-01-29; 2025-08-24,1555; 1566; 1202; 1032; 369; 1584; 858; 583; 1236; 893; 479; 435; 423; 824; 220; 1075,14334,4,2026-05-12; 2024-11-01; 2026-03-23; 2024-05-27,26316; 39960; 3833; 36736,106845.0,5,2026-05-02; 2026-06-30; 2025-12-11; 2025-10-23; 2025-11-20,Ghaziabad; Gurugram; Jaipur; Noida; Noida,0,0.3867,Business Contact,"Observed interaction between Divya Verma 65032 and Vikram Bansal. Available records include 16 calls, 4 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00437,P0053,Rahul Gupta 1855,P0037,Saurabh Khanna,2,2025-03-17; 2024-04-11,724; 410,1134,1,2024-08-08,2146,2146.0,2,2025-05-01; 2024-01-13,Gurugram; Lucknow,0,0.1458,Colleague,"Observed interaction between Rahul Gupta 1855 and Saurabh Khanna. Available records include 2 calls, 1 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00438,P0174,Kavya Chauhan,P0058,Yash Yadav,5,2024-12-09; 2026-03-09; 2026-03-22; 2024-08-30; 2025-02-04,1703; 908; 1537; 337; 203,4688,0,,,0.0,5,2025-08-07; 2025-01-04; 2024-07-20; 2025-02-23; 2025-07-10,Agra; Delhi; Delhi; Meerut; Chandigarh,1,0.707,Colleague,Relationship evidence between Kavya Chauhan and Yash Yadav. Phone records show 5 calls. Transaction records show 0 transactions. Meeting records show 5 meetings.
REL00439,P0321,Amit Bansal 21135,P0031,Pooja Khanna,2,2024-05-19; 2024-12-07,837; 596,1433,1,2024-01-13,1351,1351.0,1,2026-03-28,Chandigarh,1,0.5149,Associate,Relationship evidence between Amit Bansal 21135 and Pooja Khanna. Phone records show 2 calls. Transaction records show 1 transactions. Meeting records show 1 meetings.
REL00440,P0473,Shreya Chauhan 2816,P0092,Manish Verma 45891,6,2025-04-07; 2024-06-24; 2024-06-13; 2024-04-05; 2024-04-21; 2024-07-28,573; 852; 409; 599; 62; 781,3276,0,,,0.0,2,2025-06-05; 2025-04-28,Noida; Jaipur,0,0.1785,Colleague,"Observed interaction between Shreya Chauhan 2816 and Manish Verma 45891. Available records include 6 calls, 0 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00441,P0191,Divya Bansal 5807,P0123,Akash Sharma,28,2026-08-02; 2025-12-27; 2026-03-03; 2024-10-13; 2026-01-31; 2025-02-21; 2026-03-22; 2024-04-24; 2025-05-22; 2024-04-23; 2025-08-06; 2024-06-20; 2025-07-14; 2026-04-07; 2024-03-11; 2025-04-30; 2026-05-04; 2024-01-07; 2025-04-10; 2024-09-19; 2024-11-09; 2024-09-07; 2025-02-20; 2024-02-25; 2024-05-28; 2026-04-24; 2024-08-18; 2026-02-16,1355; 1320; 3341; 659; 872; 1596; 710; 500; 2773; 1747; 183; 710; 1522; 861; 999; 2527; 1225; 3213; 457; 701; 3120; 2841; 3111; 189; 2509; 1232; 1369; 3158,44800,8,2026-04-23; 2025-04-01; 2026-03-27; 2026-05-12; 2025-04-30; 2026-06-23; 2024-07-03; 2025-01-19,171749; 15925; 64589; 186790; 57875; 120275; 178179; 173973,969355.0,8,2024-12-27; 2024-11-19; 2024-04-06; 2024-08-18; 2026-08-03; 2024-05-13; 2025-04-26; 2025-02-22,Noida; Chandigarh; Agra; Faridabad; Lucknow; Delhi; Gurugram; Faridabad,1,0.968,Associate,Relationship evidence between Divya Bansal 5807 and Akash Sharma. Phone records show 28 calls. Transaction records show 8 transactions. Meeting records show 8 meetings.
REL00442,P0368,Kavya Pandey 77372,P0599,Neha Singh 485,2,2024-02-07; 2024-05-14,128; 128,256,0,,,0.0,1,2025-08-11,Noida,0,0.1187,Former Partner,"Observed interaction between Kavya Pandey 77372 and Neha Singh 485. Available records include 2 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00443,P0550,Arjun Mehta,P0596,Anjali Patel 67257,10,2024-10-19; 2026-01-20; 2025-09-13; 2026-04-01; 2025-07-02; 2026-06-25; 2025-02-27; 2024-09-18; 2025-05-05; 2025-07-23,1872; 3360; 2224; 2882; 1845; 639; 996; 2018; 1673; 360,17869,7,2026-07-18; 2024-01-10; 2025-05-27; 2025-06-22; 2024-10-02; 2024-11-15; 2025-04-12,77847; 16195; 144000; 206398; 70482; 124903; 225184,865009.0,5,2025-11-04; 2025-07-24; 2024-03-31; 2025-08-01; 2024-04-22,Agra; Delhi; Chandigarh; Faridabad; Agra,0,0.4962,Acquaintance,"Observed interaction between Arjun Mehta and Anjali Patel 67257. Available records include 10 calls, 7 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00444,P0134,Deepak Mehta 60876,P0088,Riya Khan,31,2025-02-17; 2025-08-07; 2026-01-24; 2026-01-13; 2026-02-21; 2025-06-25; 2026-08-13; 2026-04-23; 2026-02-25; 2026-07-04; 2026-08-23; 2024-07-25; 2025-02-06; 2025-09-14; 2026-01-17; 2025-10-02; 2024-05-10; 2026-05-03; 2024-07-21; 2026-03-15; 2024-11-29; 2024-08-23; 2024-10-12; 2025-07-07; 2024-10-02; 2025-06-06; 2025-03-23; 2024-10-03; 2025-04-04; 2026-08-25; 2026-08-31,280; 2185; 766; 600; 1037; 2471; 2281; 1800; 1424; 1243; 1888; 887; 726; 3046; 159; 808; 390; 801; 936; 3165; 3097; 2133; 2931; 3161; 727; 179; 1591; 1466; 126; 972; 3238,46514,3,2024-08-11; 2024-01-03; 2024-03-03,15405; 14764; 153797,183966.0,2,2025-06-15; 2025-01-20,Ghaziabad; Faridabad,1,0.9211,Known Associate,Relationship evidence between Deepak Mehta 60876 and Riya Khan. Phone records show 31 calls. Transaction records show 3 transactions. Meeting records show 2 meetings.
REL00445,P0413,Pooja Sharma,P0465,Vivaan Sharma 61690,4,2024-01-05; 2024-01-04; 2025-06-12; 2025-06-17,605; 806; 816; 601,2828,0,,,0.0,2,2024-04-02; 2024-05-04,Faridabad; Noida,0,0.1481,Colleague,"Observed interaction between Pooja Sharma and Vivaan Sharma 61690. Available records include 4 calls, 0 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00446,P0003,Sahil Kumar,P0024,Sahil Gupta,6,2026-02-10; 2026-01-29; 2025-10-04; 2024-06-04; 2026-04-20; 2024-08-28,344; 1463; 1072; 472; 995; 1579,5925,3,2026-05-01; 2025-08-18; 2025-11-20,71721; 62270; 7862,141853.0,5,2025-02-01; 2024-01-10; 2025-07-08; 2026-03-25; 2026-01-20,Meerut; Faridabad; Lucknow; Noida; Lucknow,1,0.6903,Former Partner,Relationship evidence between Sahil Kumar and Sahil Gupta. Phone records show 6 calls. Transaction records show 3 transactions. Meeting records show 5 meetings.
REL00447,P0265,Divya Bansal 79830,P0398,Vikram Pandey,5,2026-08-01; 2025-09-03; 2026-04-15; 2026-05-11; 2025-08-26,1114; 627; 1461; 508; 570,4280,0,,,0.0,1,2025-03-20,Noida,1,0.8438,Colleague,Relationship evidence between Divya Bansal 79830 and Vikram Pandey. Phone records show 5 calls. Transaction records show 0 transactions. Meeting records show 1 meetings.
REL00448,P0251,Sahil Singh,P0457,Deepak Sharma,8,2025-09-10; 2025-07-22; 2025-10-23; 2025-01-13; 2025-12-11; 2024-09-22; 2024-12-03; 2025-05-28,349; 1614; 1234; 1708; 692; 367; 97; 447,6508,2,2025-10-13; 2024-09-23,3577; 10967,14544.0,3,2025-01-06; 2024-07-27; 2024-11-27,Ghaziabad; Faridabad; Jaipur,0,0.3439,Acquaintance,"Observed interaction between Sahil Singh and Deepak Sharma. Available records include 8 calls, 2 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00449,P0458,Vivaan Singh,P0330,Raj Yadav 44360,23,2025-03-18; 2025-03-28; 2024-05-31; 2026-01-03; 2024-02-24; 2024-04-07; 2024-02-29; 2025-07-17; 2024-05-21; 2024-09-30; 2026-06-21; 2025-10-21; 2026-01-08; 2024-01-17; 2026-04-09; 2024-05-22; 2025-12-24; 2026-02-27; 2025-07-06; 2026-07-21; 2024-04-03; 2025-12-06; 2025-06-03,743; 684; 2793; 1031; 2222; 1949; 2563; 3261; 1303; 124; 731; 1721; 696; 257; 2294; 1539; 2171; 406; 2155; 1193; 2941; 1450; 676,34903,5,2025-04-23; 2024-08-20; 2026-03-19; 2026-07-23; 2025-01-02,177031; 60502; 117894; 91677; 51882,498986.0,3,2026-08-31; 2026-08-10; 2024-08-15,Meerut; Chandigarh; Delhi,0,0.2029,Colleague,"Observed interaction between Vivaan Singh and Raj Yadav 44360. Available records include 23 calls, 5 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00450,P0090,Abhishek Mehta,P0164,Vikram Bansal,8,2025-07-16; 2024-04-28; 2025-12-04; 2025-03-04; 2026-08-18; 2024-03-12; 2025-10-05; 2024-06-29,3340; 2706; 1460; 1537; 2432; 193; 1294; 2846,15808,3,2026-06-06; 2026-07-02; 2025-02-11,39995; 241570; 18311,299876.0,5,2024-03-03; 2025-04-20; 2025-09-08; 2024-06-26; 2024-08-12,Delhi; Faridabad; Jaipur; Jaipur; Delhi,0,0.2188,Business Contact,"Observed interaction between Abhishek Mehta and Vikram Bansal. Available records include 8 calls, 3 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00451,P0131,Aman Agarwal,P0576,Karan Patel 12943,21,2024-04-01; 2026-01-10; 2026-06-19; 2026-02-02; 2026-07-18; 2024-06-28; 2024-07-24; 2026-07-14; 2024-05-10; 2025-08-04; 2026-01-22; 2026-08-05; 2025-10-04; 2025-03-13; 2024-03-11; 2024-12-25; 2024-04-01; 2024-05-08; 2024-01-31; 2025-11-01; 2026-07-15,601; 1150; 1524; 826; 83; 1079; 1566; 939; 951; 1598; 725; 519; 1728; 1640; 1556; 1604; 589; 699; 841; 1545; 154,21917,3,2026-06-15; 2024-11-08; 2025-11-01,25292; 20917; 59646,105855.0,4,2025-03-05; 2024-08-12; 2026-05-22; 2025-10-11,Faridabad; Jaipur; Delhi; Noida,0,0.4177,Business Contact,"Observed interaction between Aman Agarwal and Karan Patel 12943. Available records include 21 calls, 3 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00452,P0341,Raj Malhotra 89960,P0243,Vivaan Kumar,15,2026-01-19; 2024-11-12; 2025-05-18; 2026-05-15; 2024-06-01; 2024-09-22; 2024-08-28; 2024-12-24; 2025-07-25; 2025-03-07; 2024-03-26; 2025-05-17; 2025-02-23; 2025-07-01; 2024-06-22,394; 710; 1610; 267; 1594; 1451; 318; 1751; 999; 1428; 435; 867; 987; 67; 1103,13981,3,2025-02-05; 2026-05-17; 2025-03-04,52780; 48017; 54453,155250.0,2,2024-06-05; 2026-05-26,Gurugram; Faridabad,1,0.8746,Associate,Relationship evidence between Raj Malhotra 89960 and Vivaan Kumar. Phone records show 15 calls. Transaction records show 3 transactions. Meeting records show 2 meetings.
REL00453,P0453,Vikram Yadav 96722,P0419,Vikram Malhotra 25972,19,2025-04-23; 2026-04-29; 2024-03-23; 2025-11-09; 2024-06-12; 2025-08-15; 2024-03-02; 2025-10-16; 2024-07-31; 2025-01-05; 2024-01-16; 2024-02-07; 2025-02-26; 2026-08-13; 2024-04-21; 2026-04-05; 2025-06-06; 2024-11-06; 2025-05-27,2436; 2099; 1354; 716; 634; 1083; 1402; 1233; 3444; 978; 1379; 339; 1378; 3093; 1837; 3146; 3207; 1669; 2363,33790,5,2024-06-05; 2026-08-28; 2024-04-23; 2024-06-03; 2024-03-29,98153; 217258; 177037; 123462; 231112,847022.0,5,2024-09-15; 2025-09-11; 2026-01-25; 2026-02-08; 2024-12-30,Gurugram; Meerut; Faridabad; Agra; Gurugram,0,0.206,Colleague,"Observed interaction between Vikram Yadav 96722 and Vikram Malhotra 25972. Available records include 19 calls, 5 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00454,P0410,Anjali Pandey 88893,P0284,Aditya Gupta 85849,25,2025-12-28; 2025-09-19; 2025-05-19; 2026-03-03; 2024-07-19; 2025-07-13; 2025-07-17; 2024-03-23; 2025-06-27; 2024-05-30; 2025-04-19; 2024-09-12; 2024-01-03; 2026-05-27; 2025-11-15; 2025-03-15; 2024-08-27; 2024-11-10; 2024-08-18; 2024-12-11; 2025-11-24; 2025-08-23; 2026-03-18; 2024-10-21; 2025-05-27,1089; 1711; 426; 1542; 192; 1141; 1118; 627; 1261; 1701; 919; 1159; 107; 889; 889; 591; 1645; 97; 771; 1794; 261; 1732; 266; 149; 432,22509,2,2024-04-03; 2024-06-13,50636; 42763,93399.0,1,2024-07-19,Faridabad,0,0.2288,Acquaintance,"Observed interaction between Anjali Pandey 88893 and Aditya Gupta 85849. Available records include 25 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00455,P0191,Divya Bansal 5807,P0254,Saurabh Chauhan,7,2024-02-22; 2024-11-14; 2025-09-17; 2026-01-31; 2026-08-31; 2025-06-24; 2025-03-10,68; 1747; 550; 1077; 351; 265; 1521,5579,5,2026-01-17; 2025-10-19; 2026-06-12; 2025-06-01; 2025-01-29,8929; 9661; 28559; 23385; 10189,80723.0,4,2025-12-16; 2024-07-25; 2024-04-17; 2025-08-31,Chandigarh; Lucknow; Agra; Agra,1,0.7494,Associate,Relationship evidence between Divya Bansal 5807 and Saurabh Chauhan. Phone records show 7 calls. Transaction records show 5 transactions. Meeting records show 4 meetings.
REL00456,P0051,Aman Patel,P0083,Divya Bansal,6,2026-08-18; 2024-01-14; 2024-08-02; 2024-10-31; 2026-07-30; 2026-08-17,506; 852; 139; 266; 129; 788,2680,1,2025-12-07,16765,16765.0,0,,,0,0.2642,Associate,"Observed interaction between Aman Patel and Divya Bansal. Available records include 6 calls, 1 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00457,P0478,Nikhil Gupta 98850,P0569,Deepak Sharma 39999,1,2026-06-24,665,665,2,2026-02-14; 2025-02-01,5598; 12125,17723.0,0,,,1,0.6551,Known Associate,Relationship evidence between Nikhil Gupta 98850 and Deepak Sharma 39999. Phone records show 1 calls. Transaction records show 2 transactions. Meeting records show 0 meetings.
REL00458,P0053,Rahul Gupta 1855,P0520,Arjun Agarwal 30984,7,2026-05-15; 2025-10-13; 2025-04-22; 2026-04-21; 2025-06-20; 2024-12-02; 2026-06-07,806; 79; 1347; 306; 217; 481; 956,4192,4,2024-12-14; 2024-08-16; 2024-12-11; 2025-06-26,23711; 17647; 4966; 63937,110261.0,3,2026-08-02; 2024-06-19; 2025-07-25,Lucknow; Chandigarh; Lucknow,1,0.7957,Business Contact,Relationship evidence between Rahul Gupta 1855 and Arjun Agarwal 30984. Phone records show 7 calls. Transaction records show 4 transactions. Meeting records show 3 meetings.
REL00459,P0483,Nisha Patel 11594,P0141,Vikram Kumar,5,2025-04-24; 2024-04-24; 2026-08-26; 2025-03-01; 2024-04-18,933; 116; 1191; 1473; 1108,4821,5,2024-04-23; 2026-03-08; 2025-09-22; 2025-04-26; 2026-05-04,22267; 19010; 28581; 52357; 34940,157155.0,2,2025-05-07; 2025-05-17,Noida; Lucknow,1,0.6153,Known Associate,Relationship evidence between Nisha Patel 11594 and Vikram Kumar. Phone records show 5 calls. Transaction records show 5 transactions. Meeting records show 2 meetings.
